,filename,committer,degree_sum,betweenness_sum,closeness_sum,clustering_sum,eigenvector_sum,pagerank_sum,hubs_sum,Number of Hubs,Updates,Developers,code churn,no_of_bugs
0,src/main/java/com/thinkaurelius/titan/core/AttributeSerializer.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,4,3,142,0
1,src/main/java/com/thinkaurelius/titan/core/DefaultTypeMaker.java,"['Pavel Yaskevich' 'okram' 'Dan LaRocque' 'Matthias Broecheler'
 'Marko Rodriguez']",20.8,0.16916082195151966,0.6910383288209376,0.4295604395604397,0.2747609557722462,0.07575704380659808,0.050903592787546886,2,8,5,182,0
2,src/main/java/com/thinkaurelius/titan/core/InvalidElementException.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,4,3,119,0
3,src/main/java/com/thinkaurelius/titan/core/QueryException.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,4,3,119,0
4,src/main/java/com/thinkaurelius/titan/core/TitanConfigurationException.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,3,3,120,0
5,src/main/java/com/thinkaurelius/titan/core/TitanEdge.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,5,3,175,0
6,src/main/java/com/thinkaurelius/titan/core/TitanElement.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,6,3,320,0
7,src/main/java/com/thinkaurelius/titan/core/TitanException.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,3,3,126,0
8,src/main/java/com/thinkaurelius/titan/core/TitanFactory.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler' 'Dan LaRocque'],23.75,0.20970837947582133,0.7259773982056591,0.3980616605616606,0.30040920924408343,0.08676862444566638,0.05565533143617191,2,9,4,200,0
9,src/main/java/com/thinkaurelius/titan/core/TitanGraph.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,9,3,231,0
10,src/main/java/com/thinkaurelius/titan/core/TitanKey.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,4,3,156,0
11,src/main/java/com/thinkaurelius/titan/core/TitanLabel.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,4,3,152,0
12,src/main/java/com/thinkaurelius/titan/core/TitanProperty.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,4,3,157,0
13,src/main/java/com/thinkaurelius/titan/core/TitanQuery.java,"['Pavel Yaskevich' 'okram' 'Matthias Broecheler' 'Dan LaRocque'
 'Marko Rodriguez']",20.8,0.16916082195151966,0.6910383288209376,0.4295604395604397,0.2747609557722462,0.07575704380659808,0.050903592787546886,2,9,5,797,0
14,src/main/java/com/thinkaurelius/titan/core/TitanRelation.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,6,3,455,0
15,src/main/java/com/thinkaurelius/titan/core/TitanTransaction.java,"['Pavel Yaskevich' 'okram' 'Matthias Broecheler' 'Marko Rodriguez'
 'Dan LaRocque']",20.8,0.16916082195151966,0.6910383288209375,0.4295604395604395,0.2747609557722462,0.07575704380659808,0.0509035927875469,2,13,5,1068,0
16,src/main/java/com/thinkaurelius/titan/core/TitanType.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,4,3,347,0
17,src/main/java/com/thinkaurelius/titan/core/TitanVertex.java,['Pavel Yaskevich' 'okram' 'Marko Rodriguez' 'Matthias Broecheler'],17.0,0.12744708994708992,0.6487979110261719,0.5044108669108669,0.24167019590427335,0.06185773845423676,0.04477301551204792,1,6,4,1078,0
18,src/main/java/com/thinkaurelius/titan/core/TypeGroup.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler' 'Marko Rodriguez'],17.0,0.12744708994708995,0.6487979110261719,0.5044108669108669,0.24167019590427335,0.06185773845423676,0.04477301551204792,1,7,4,221,0
19,src/main/java/com/thinkaurelius/titan/core/TypeMaker.java,"['Pavel Yaskevich' 'okram' 'Matthias Broecheler' 'Marko Rodriguez'
 'Dan LaRocque']",20.8,0.16916082195151966,0.6910383288209375,0.4295604395604395,0.2747609557722462,0.07575704380659808,0.0509035927875469,2,9,5,794,0
20,src/main/java/com/thinkaurelius/titan/core/VertexList.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,5,3,183,0
21,src/main/java/com/thinkaurelius/titan/diskstorage/Entry.java,['Matthias Broecheler'],40.0,0.4831549157130552,0.9347826086956522,0.11153846153846153,0.4281854408688105,0.15077949203216887,0.07932786301816817,1,1,1,75,0
22,src/main/java/com/thinkaurelius/titan/diskstorage/IDAuthority.java,['Pavel Yaskevich' 'okram' 'Matthias Broecheler'],19.666666666666668,0.16760592264468233,0.6813031976075455,0.4873626373626374,0.2648376139107321,0.07190674418887405,0.04906514128504828,1,8,3,184,0
23,src/main/java/com/thinkaurelius/titan/diskstorage/KeyColumnValueStore.java,['Matthias Broecheler'],40.0,0.4831549157130552,0.9347826086956522,0.11153846153846153,0.4281854408688105,0.15077949203216887,0.07932786301816817,1,4,1,42,0
24,src/main/java/com/thinkaurelius/titan/diskstorage/LockConfig.java,['Matthias Broecheler' 'Dan LaRocque'],38.0,0.4095853328411467,0.8973913043478261,0.12084859584859585,0.4176547180564739,0.1410668786241061,0.07737688245385549,2,6,2,314,0
25,src/main/java/com/thinkaurelius/titan/diskstorage/LockKeyColumnValueStore.java,['Matthias Broecheler'],40.0,0.4831549157130552,0.9347826086956522,0.11153846153846153,0.4281854408688105,0.15077949203216887,0.07932786301816817,1,3,1,60,0
26,src/main/java/com/thinkaurelius/titan/diskstorage/LockingException.java,['Matthias Broecheler'],40.0,0.4831549157130552,0.9347826086956522,0.11153846153846153,0.4281854408688105,0.15077949203216887,0.07932786301816817,1,1,1,15,0
