,filename,committer,degree_sum,betweenness_sum,closeness_sum,clustering_sum,eigenvector_sum,pagerank_sum,hubs_sum,Number of Hubs,Updates,Developers,code churn,no_of_bugs
0,src/main/java/com/gmail/nossr50/Combat.java,['nossr50' 'GJ' 'bm01' 'NuclearW' 'Grant' 'gmcferrin' 'TheYeti' 'The Yeti'],20.875,0.07411773094906036,0.6018613516176919,0.5485031029480745,0.22720152715030745,0.03909381094019628,0.03873871265405068,5,93,8,6788,3
1,src/main/java/com/gmail/nossr50/Database.java,['nossr50' 'bm01' 'GJ' 'NuclearW' 'Mike Botsko' 'TheYeti'],20.666666666666668,0.09069507966210932,0.5992039344594019,0.5388050030649651,0.21130064580238114,0.03951937020834717,0.036027552918166124,4,23,6,1423,1
2,src/main/java/com/gmail/nossr50/Item.java,['nossr50' 'GJ' 'NuclearW' 'TheYeti'],25.0,0.12876624199219486,0.63037735419371,0.4380776344675775,0.24276865013949755,0.048094539355515116,0.041392965461990165,3,17,4,528,0
3,src/main/java/com/gmail/nossr50/Leaderboard.java,['nossr50' 'GJ' 'NuclearW' 'TheYeti'],25.0,0.12876624199219486,0.63037735419371,0.4380776344675775,0.24276865013949755,0.048094539355515116,0.041392965461990165,3,13,4,1199,0
4,src/main/java/com/gmail/nossr50/Users.java,['GJ' 'nossr50' 'NuclearW' 'TheYeti'],25.0,0.12876624199219486,0.63037735419371,0.4380776344675775,0.24276865013949755,0.048094539355515116,0.041392965461990165,3,20,4,858,0
5,src/main/java/com/gmail/nossr50/api/AbilityAPI.java,['TfT_02' 'GJ' 'T00thpick1' 'bm01' 'NuclearW' 'U-YUE\\Sean'],24.16666666666667,0.09734290154737824,0.6368134590215834,0.4719668935797968,0.25568265410791785,0.04595145825419966,0.04359473087894408,4,14,6,267,0
6,src/main/java/com/gmail/nossr50/api/ChatAPI.java,['GJ' 'TfT_02' 'NuclearW' 'Glitchfinder' 'jgeboski' 'bm01' 'nossr50'],25.0,0.13135114472617712,0.6345704446457978,0.43401218194929225,0.24463856392893346,0.04882631534694404,0.04171171011094759,6,28,7,520,0
7,src/main/java/com/gmail/nossr50/api/ExperienceAPI.java,"['TfT_02' 't00thpick1' 'riking' 'GJ' 'Kane York' 'T00thpick1' 'NuclearW'
 'bm01' 'U-YUE\\Sean' 'nossr50']",22.4,0.10146660415943537,0.6153671237462637,0.4750539486099258,0.22880599183985426,0.043628608233732664,0.039012122766970525,6,55,10,3030,2
8,src/main/java/com/gmail/nossr50/api/PartyAPI.java,['TfT_02' 'GJ' 'Glitchfinder' 'NuclearW' 'shatteredbeam' 'bm01' 'nossr50'],26.42857142857143,0.13202669733976452,0.6520666739067329,0.40418486640769097,0.26408109699881066,0.0511664469063949,0.04502672937503737,6,34,7,942,0
9,src/main/java/com/gmail/nossr50/api/SpoutHudAPI.java,['TfT_02' 'NuclearW' 'GJ'],31.33333333333333,0.18150608270088003,0.6869915336035962,0.28876673199253844,0.28634632661697995,0.06151080459911444,0.04882295254433853,3,3,3,114,0
10,src/main/java/com/gmail/nossr50/api/SpoutToolsAPI.java,['TfT_02' 'NuclearW' 'U-YUE\\Sean' 'GJ' 'bm01'],26.0,0.11522773321321415,0.649324665677385,0.4254078913433752,0.264391129706162,0.049731517944765484,0.04507956539958818,4,12,5,262,0
11,src/main/java/com/gmail/nossr50/api/exceptions/InvalidPlayerException.java,['GJ'],31.0,0.11380695831694013,0.6823529411764706,0.3096774193548387,0.3022525377662533,0.056182978230309835,0.05153501670594658,1,1,1,2,0
12,src/main/java/com/gmail/nossr50/api/exceptions/InvalidSkillException.java,['GJ'],31.0,0.11380695831694013,0.6823529411764706,0.3096774193548387,0.3022525377662533,0.056182978230309835,0.05153501670594658,1,1,1,2,0
13,src/main/java/com/gmail/nossr50/chat/AdminChatManager.java,['TfT_02' 'GJ'],34.0,0.2247516162670427,0.7082650781831721,0.2546885595272692,0.29789125791011983,0.06842376921641781,0.05079130538815728,2,2,2,24,0
14,src/main/java/com/gmail/nossr50/chat/ChatManager.java,['TfT_02' 'GJ' 'NuclearW' 'shatteredbeam'],27.0,0.1373117790994379,0.6574005129477951,0.4143772467966016,0.26642233809278204,0.052400324175982685,0.045425870868155166,3,13,4,305,0
15,src/main/java/com/gmail/nossr50/chat/ChatManagerFactory.java,['GJ'],31.0,0.11380695831694013,0.6823529411764706,0.3096774193548387,0.3022525377662533,0.056182978230309835,0.05153501670594658,1,2,1,31,0
16,src/main/java/com/gmail/nossr50/chat/ChatMode.java,['NuclearW' 'GJ'],28.5,0.10441098694274736,0.6633986928104576,0.3333002481389578,0.28275450089847665,0.05193392679740877,0.0482106317813238,2,2,2,210,0
17,src/main/java/com/gmail/nossr50/chat/PartyChatManager.java,['TfT_02' 'GJ'],34.0,0.2247516162670427,0.7082650781831721,0.2546885595272692,0.29789125791011983,0.06842376921641781,0.05079130538815728,2,10,2,92,3
18,src/main/java/com/gmail/nossr50/commands/CommandHelper.java,"['GJ' 'shatteredbeam' 'NuclearW' 'bm01' 'U-YUE\\Sean' 'Glitchfinder'
 'Grant' 'nossr50']",23.0,0.07872044815102891,0.6269922787166743,0.4852094521544237,0.25165293081944484,0.04278594474722243,0.04290773173349299,6,25,8,781,3
19,src/main/java/com/gmail/nossr50/commands/KrakenCommand.java,['TfT_02' 'GJ'],34.0,0.2247516162670427,0.7082650781831721,0.2546885595272692,0.29789125791011983,0.06842376921641781,0.05079130538815728,2,10,2,90,1
20,src/main/java/com/gmail/nossr50/commands/McabilityCommand.java,['GJ' 'riking' 'TfT_02' 'bm01' 'NuclearW'],25.8,0.11613322803431694,0.6373535614462189,0.3796203455558295,0.2512900912502016,0.049684260565321034,0.04284573661010259,4,8,5,248,0
21,src/main/java/com/gmail/nossr50/commands/McconvertCommand.java,['GJ'],31.0,0.11380695831694013,0.6823529411764706,0.3096774193548387,0.3022525377662533,0.056182978230309835,0.05153501670594658,1,1,1,17,0
22,src/main/java/com/gmail/nossr50/commands/McgodCommand.java,['GJ' 'riking' 'TfT_02' 'bm01' 'NuclearW'],25.8,0.11613322803431694,0.6373535614462189,0.3796203455558295,0.2512900912502016,0.049684260565321034,0.04284573661010259,4,8,5,266,0
23,src/main/java/com/gmail/nossr50/commands/McmmoCommand.java,['t00thpick1' 'TfT_02' 'Kane York' 'GJ' 'NuclearW'],25.2,0.1324662468673358,0.6355352162297264,0.4018314677669516,0.23877518767016298,0.04971036238109516,0.04071184714849628,4,10,5,366,0
24,src/main/java/com/gmail/nossr50/commands/McnotifyCommand.java,['GJ' 'bm01' 'NuclearW'],26.33333333333333,0.07930916129645711,0.6479395540722198,0.382373325599132,0.2745962575552243,0.04757823921301384,0.046819644996064336,3,5,3,68,0
25,src/main/java/com/gmail/nossr50/commands/McrefreshCommand.java,['GJ' 'TfT_02' 'bm01' 'NuclearW'],29.0,0.14340593952662914,0.6694989693516333,0.336704919124274,0.2793296876799148,0.05584981946039183,0.047626632264640235,4,10,4,246,0
26,src/main/java/com/gmail/nossr50/commands/McscoreboardCommand.java,['TfT_02' 'GJ' 'riking'],27.0,0.15218187153305116,0.6417673620636352,0.35355305677886323,0.2449714071171961,0.053956521139291135,0.041768254922755516,2,7,3,394,0
27,src/main/java/com/gmail/nossr50/commands/MobhealthCommand.java,['TfT_02' 'GJ' 'riking'],27.0,0.15218187153305116,0.6417673620636352,0.35355305677886323,0.2449714071171961,0.053956521139291135,0.041768254922755516,2,7,3,91,0
28,src/main/java/com/gmail/nossr50/commands/SkillCommand.java,['GJ' 'gmcferrin' 'Glitchfinder' 'Grant'],22.5,0.05066482972562826,0.6224751333904223,0.4828847228040777,0.2556301648802555,0.04056957772909689,0.0435858114888038,3,13,4,209,3
29,src/main/java/com/gmail/nossr50/commands/ToggleCommand.java,['TfT_02' 'GJ'],34.0,0.2247516162670427,0.7082650781831721,0.2546885595272692,0.29789125791011983,0.06842376921641781,0.05079130538815728,2,8,2,129,1
30,src/main/java/com/gmail/nossr50/commands/XprateCommand.java,['GJ' 'TfT_02' 'NuclearW'],31.33333333333333,0.18150608270088003,0.6869915336035962,0.28876673199253844,0.2863463266169799,0.06151080459911445,0.04882295254433853,3,5,3,133,0
31,src/main/java/com/gmail/nossr50/commands/chat/AdminChatCommand.java,['GJ' 'NuclearW'],28.5,0.10441098694274736,0.6633986928104576,0.3333002481389578,0.28275450089847665,0.05193392679740877,0.0482106317813238,2,3,2,66,0
32,src/main/java/com/gmail/nossr50/commands/chat/ChatCommand.java,['TfT_02' 'GJ' 'NuclearW'],31.33333333333333,0.18150608270088003,0.6869915336035962,0.28876673199253844,0.2863463266169799,0.06151080459911445,0.04882295254433853,3,11,3,304,0
33,src/main/java/com/gmail/nossr50/commands/chat/PartyChatCommand.java,['TfT_02' 'GJ' 'NuclearW'],31.33333333333333,0.18150608270088003,0.6869915336035962,0.28876673199253844,0.2863463266169799,0.06151080459911445,0.04882295254433853,3,4,3,123,1
34,src/main/java/com/gmail/nossr50/commands/database/ConvertDatabaseCommand.java,['t00thpick1' 'TfT_02' 'riking' 'GJ'],26.5,0.14334616008277531,0.6406661808883857,0.34849812591748075,0.24501345141759284,0.052863142109506316,0.04177540986831775,3,6,4,103,2
35,src/main/java/com/gmail/nossr50/commands/database/McpurgeCommand.java,['GJ' 'NuclearW'],28.5,0.10441098694274736,0.6633986928104576,0.3333002481389578,0.28275450089847665,0.05193392679740877,0.0482106317813238,2,5,2,86,0
36,src/main/java/com/gmail/nossr50/commands/database/McremoveCommand.java,['TfT_02' 'GJ' 'riking' 'NuclearW'],26.75,0.13789015754192702,0.6424366326588375,0.35439556181491666,0.2495426713455721,0.052388609695595285,0.042547752906241895,3,14,4,145,1
37,src/main/java/com/gmail/nossr50/commands/database/MmoshowdbCommand.java,['GJ' 'TfT_02' 'riking'],27.0,0.15218187153305116,0.6417673620636352,0.35355305677886323,0.2449714071171961,0.053956521139291135,0.041768254922755516,2,4,3,89,0
38,src/main/java/com/gmail/nossr50/commands/database/MmoupdateCommand.java,['GJ' 'TfT_02' 'riking' 'NuclearW'],26.75,0.13789015754192702,0.6424366326588375,0.35439556181491666,0.2495426713455721,0.052388609695595285,0.042547752906241895,3,9,4,397,0
39,src/main/java/com/gmail/nossr50/commands/experience/AddlevelsCommand.java,['riking' 'TfT_02' 'GJ' 'NuclearW'],26.75,0.13789015754192702,0.6424366326588375,0.35439556181491666,0.2495426713455721,0.052388609695595285,0.042547752906241895,3,10,4,348,0
40,src/main/java/com/gmail/nossr50/commands/experience/AddxpCommand.java,['riking' 'TfT_02' 'GJ' 'NuclearW'],26.75,0.13789015754192702,0.6424366326588375,0.35439556181491666,0.2495426713455721,0.052388609695595285,0.042547752906241895,3,9,4,338,0
41,src/main/java/com/gmail/nossr50/commands/experience/ConvertExperienceCommand.java,['t00thpick1' 'GJ'],28.0,0.1153229920244439,0.659857789269554,0.32150537634408605,0.2736960610425181,0.05288299162523085,0.04666594570547551,2,4,2,56,1
42,src/main/java/com/gmail/nossr50/commands/experience/ExperienceCommand.java,['TfT_02' 'GJ' 'riking' 't00thpick1' 'gmcferrin'],24.4,0.11667958797269135,0.6285329447107086,0.4154651674006512,0.24043397071728076,0.04797163305863419,0.04099463678327933,3,22,5,338,4
